REF_DATE,GEO,Age (15C),Gender (3),Statistics (2),Coordinate,Immigrant status and period of immigration (9),Symbol,Non-immigrants[2],Symbol,Immigrants[3],Symbol,Before 2001[4],Symbol,2001 to 2005[5],Symbol,2006 to 2010[6],Symbol,2011 to 2015[7],Symbol,2016 to 2021[8],Symbol,Non-permanent residents[9],Symbol
2021,"Trois-Rivières (CMA), Que.",20 to 24 years,Women+,% distribution (2021),53.6.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",25 to 64 years,Total - Gender,2021 Counts,53.7.1.1,79490,,74060,,4095,,860,,565,,870,,925,,870,,1335,
2021,"Trois-Rivières (CMA), Que.",25 to 64 years,Total - Gender,% distribution (2021),53.7.1.2,0.2,,0.2,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",25 to 64 years,Men+,2021 Counts,53.7.2.1,39410,,36570,,2045,,420,,310,,410,,525,,380,,795,
2021,"Trois-Rivières (CMA), Que.",25 to 64 years,Men+,% distribution (2021),53.7.2.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",25 to 64 years,Women+,2021 Counts,53.7.3.1,40080,,37490,,2050,,445,,260,,465,,395,,490,,540,
2021,"Trois-Rivières (CMA), Que.",25 to 64 years,Women+,% distribution (2021),53.7.3.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",25 to 54 years,Total - Gender,2021 Counts,53.8.1.1,54795,,50015,,3480,,555,,430,,810,,860,,825,,1300,
2021,"Trois-Rivières (CMA), Que.",25 to 54 years,Total - Gender,% distribution (2021),53.8.1.2,0.2,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",25 to 54 years,Men+,2021 Counts,53.8.2.1,27550,,25060,,1715,,265,,220,,375,,495,,370,,770,
2021,"Trois-Rivières (CMA), Que.",25 to 54 years,Men+,% distribution (2021),53.8.2.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",25 to 54 years,Women+,2021 Counts,53.8.3.1,27245,,24955,,1770,,285,,210,,440,,370,,460,,530,
2021,"Trois-Rivières (CMA), Que.",25 to 54 years,Women+,% distribution (2021),53.8.3.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",25 to 34 years,Total - Gender,2021 Counts,53.9.1.1,18505,,16690,,940,,100,,80,,210,,200,,355,,875,
2021,"Trois-Rivières (CMA), Que.",25 to 34 years,Total - Gender,% distribution (2021),53.9.1.2,0.1,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",25 to 34 years,Men+,2021 Counts,53.9.2.1,9525,,8585,,415,,35,,45,,80,,100,,150,,530,
2021,"Trois-Rivières (CMA), Que.",25 to 34 years,Men+,% distribution (2021),53.9.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",25 to 34 years,Women+,2021 Counts,53.9.3.1,8980,,8105,,530,,60,,35,,130,,100,,205,,350,
2021,"Trois-Rivières (CMA), Que.",25 to 34 years,Women+,% distribution (2021),53.9.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",35 to 44 years,Total - Gender,2021 Counts,53.10.1.1,19290,,17510,,1475,,200,,150,,335,,430,,360,,305,
2021,"Trois-Rivières (CMA), Que.",35 to 44 years,Total - Gender,% distribution (2021),53.10.1.2,0.1,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",35 to 44 years,Men+,2021 Counts,53.10.2.1,9670,,8755,,735,,95,,70,,160,,245,,165,,180,
2021,"Trois-Rivières (CMA), Que.",35 to 44 years,Men+,% distribution (2021),53.10.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",35 to 44 years,Women+,2021 Counts,53.10.3.1,9625,,8755,,740,,105,,75,,175,,185,,195,,125,
2021,"Trois-Rivières (CMA), Que.",35 to 44 years,Women+,% distribution (2021),53.10.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",45 to 54 years,Total - Gender,2021 Counts,53.11.1.1,16995,,15820,,1065,,255,,200,,265,,235,,110,,115,
2021,"Trois-Rivières (CMA), Que.",45 to 54 years,Total - Gender,% distribution (2021),53.11.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",45 to 54 years,Men+,2021 Counts,53.11.2.1,8350,,7720,,565,,140,,100,,135,,150,,50,,65,
2021,"Trois-Rivières (CMA), Que.",45 to 54 years,Men+,% distribution (2021),53.11.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",45 to 54 years,Women+,2021 Counts,53.11.3.1,8650,,8095,,500,,120,,95,,135,,85,,60,,55,
2021,"Trois-Rivières (CMA), Que.",45 to 54 years,Women+,% distribution (2021),53.11.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",55 to 64 years,Total - Gender,2021 Counts,53.12.1.1,24695,,24050,,610,,305,,135,,60,,65,,45,,35,
2021,"Trois-Rivières (CMA), Que.",55 to 64 years,Total - Gender,% distribution (2021),53.12.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",55 to 64 years,Men+,2021 Counts,53.12.2.1,11860,,11510,,330,,155,,90,,40,,35,,15,,25,
2021,"Trois-Rivières (CMA), Que.",55 to 64 years,Men+,% distribution (2021),53.12.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",55 to 64 years,Women+,2021 Counts,53.12.3.1,12830,,12540,,275,,155,,50,,20,,30,,30,,15,
2021,"Trois-Rivières (CMA), Que.",55 to 64 years,Women+,% distribution (2021),53.12.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",65 years and over,Total - Gender,2021 Counts,53.13.1.1,36145,,35375,,755,,645,,35,,55,,15,,10,,20,
2021,"Trois-Rivières (CMA), Que.",65 years and over,Total - Gender,% distribution (2021),53.13.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",65 years and over,Men+,2021 Counts,53.13.2.1,16855,,16465,,390,,330,,20,,25,,0,,10,,0,
2021,"Trois-Rivières (CMA), Que.",65 years and over,Men+,% distribution (2021),53.13.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",65 years and over,Women+,2021 Counts,53.13.3.1,19290,,18915,,365,,310,,15,,30,,10,,0,,10,
2021,"Trois-Rivières (CMA), Que.",65 years and over,Women+,% distribution (2021),53.13.3.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",65 to 74 years,Total - Gender,2021 Counts,53.14.1.1,22105,,21630,,465,,395,,25,,35,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",65 to 74 years,Total - Gender,% distribution (2021),53.14.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",65 to 74 years,Men+,2021 Counts,53.14.2.1,10590,,10375,,220,,175,,10,,20,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",65 to 74 years,Men+,% distribution (2021),53.14.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",65 to 74 years,Women+,2021 Counts,53.14.3.1,11515,,11260,,250,,215,,10,,15,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",65 to 74 years,Women+,% distribution (2021),53.14.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",75 years and over,Total - Gender,2021 Counts,53.15.1.1,14045,,13745,,290,,250,,10,,15,,0,,0,,15,
2021,"Trois-Rivières (CMA), Que.",75 years and over,Total - Gender,% distribution (2021),53.15.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",75 years and over,Men+,2021 Counts,53.15.2.1,6270,,6085,,175,,150,,10,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",75 years and over,Men+,% distribution (2021),53.15.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",75 years and over,Women+,2021 Counts,53.15.3.1,7775,,7660,,110,,95,,0,,10,,0,,0,,0,
2021,"Trois-Rivières (CMA), Que.",75 years and over,Women+,% distribution (2021),53.15.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",Total - Age,Total - Gender,2021 Counts,54.1.1.1,33420,,32420,,740,,150,,60,,65,,230,,240,,265,
2021,"Val-d'Or (CA), Que.",Total - Age,Total - Gender,% distribution (2021),54.1.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",Total - Age,Men+,2021 Counts,54.1.2.1,17005,,16465,,370,,75,,30,,45,,110,,110,,170,
2021,"Val-d'Or (CA), Que.",Total - Age,Men+,% distribution (2021),54.1.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",Total - Age,Women+,2021 Counts,54.1.3.1,16415,,15955,,365,,70,,30,,20,,115,,125,,95,
2021,"Val-d'Or (CA), Que.",Total - Age,Women+,% distribution (2021),54.1.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",0 to 14 years,Total - Gender,2021 Counts,54.2.1.1,6090,,5960,,95,,0,,0,,0,,30,,70,,30,
2021,"Val-d'Or (CA), Que.",0 to 14 years,Total - Gender,% distribution (2021),54.2.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",0 to 14 years,Men+,2021 Counts,54.2.2.1,3125,,3075,,45,,0,,0,,0,,20,,25,,0,
2021,"Val-d'Or (CA), Que.",0 to 14 years,Men+,% distribution (2021),54.2.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",0 to 14 years,Women+,2021 Counts,54.2.3.1,2960,,2890,,55,,0,,0,,0,,10,,50,,20,
2021,"Val-d'Or (CA), Que.",0 to 14 years,Women+,% distribution (2021),54.2.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",15 years and over,Total - Gender,2021 Counts,54.3.1.1,27335,,26460,,640,,150,,60,,65,,195,,170,,235,
2021,"Val-d'Or (CA), Que.",15 years and over,Total - Gender,% distribution (2021),54.3.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",15 years and over,Men+,2021 Counts,54.3.2.1,13880,,13390,,330,,75,,30,,45,,90,,90,,160,
2021,"Val-d'Or (CA), Que.",15 years and over,Men+,% distribution (2021),54.3.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",15 years and over,Women+,2021 Counts,54.3.3.1,13455,,13070,,315,,70,,30,,20,,110,,80,,75,
2021,"Val-d'Or (CA), Que.",15 years and over,Women+,% distribution (2021),54.3.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",15 to 24 years,Total - Gender,2021 Counts,54.4.1.1,3525,,3475,,40,,0,,10,,0,,20,,10,,10,
2021,"Val-d'Or (CA), Que.",15 to 24 years,Total - Gender,% distribution (2021),54.4.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",15 to 24 years,Men+,2021 Counts,54.4.2.1,1840,,1815,,25,,0,,10,,0,,10,,10,,0,
2021,"Val-d'Or (CA), Que.",15 to 24 years,Men+,% distribution (2021),54.4.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",15 to 24 years,Women+,2021 Counts,54.4.3.1,1685,,1660,,20,,0,,0,,0,,10,,0,,10,
2021,"Val-d'Or (CA), Que.",15 to 24 years,Women+,% distribution (2021),54.4.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",15 to 19 years,Total - Gender,2021 Counts,54.5.1.1,1740,,1705,,25,,0,,0,,0,,15,,10,,0,
2021,"Val-d'Or (CA), Que.",15 to 19 years,Total - Gender,% distribution (2021),54.5.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",15 to 19 years,Men+,2021 Counts,54.5.2.1,885,,865,,20,,0,,0,,0,,10,,10,,0,
2021,"Val-d'Or (CA), Que.",15 to 19 years,Men+,% distribution (2021),54.5.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",15 to 19 years,Women+,2021 Counts,54.5.3.1,860,,845,,10,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",15 to 19 years,Women+,% distribution (2021),54.5.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",20 to 24 years,Total - Gender,2021 Counts,54.6.1.1,1785,,1765,,10,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",20 to 24 years,Total - Gender,% distribution (2021),54.6.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",20 to 24 years,Men+,2021 Counts,54.6.2.1,955,,950,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",20 to 24 years,Men+,% distribution (2021),54.6.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",20 to 24 years,Women+,2021 Counts,54.6.3.1,830,,820,,10,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",20 to 24 years,Women+,% distribution (2021),54.6.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",25 to 64 years,Total - Gender,2021 Counts,54.7.1.1,17820,,17085,,510,,75,,40,,65,,170,,155,,225,
2021,"Val-d'Or (CA), Que.",25 to 64 years,Total - Gender,% distribution (2021),54.7.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",25 to 64 years,Men+,2021 Counts,54.7.2.1,9090,,8670,,255,,35,,15,,45,,80,,80,,160,
2021,"Val-d'Or (CA), Que.",25 to 64 years,Men+,% distribution (2021),54.7.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",25 to 64 years,Women+,2021 Counts,54.7.3.1,8730,,8415,,255,,35,,25,,15,,95,,75,,70,
2021,"Val-d'Or (CA), Que.",25 to 64 years,Women+,% distribution (2021),54.7.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",25 to 54 years,Total - Gender,2021 Counts,54.8.1.1,12505,,11810,,470,,45,,40,,65,,160,,155,,225,
2021,"Val-d'Or (CA), Que.",25 to 54 years,Total - Gender,% distribution (2021),54.8.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",25 to 54 years,Men+,2021 Counts,54.8.2.1,6345,,5955,,235,,15,,15,,45,,80,,80,,160,
2021,"Val-d'Or (CA), Que.",25 to 54 years,Men+,% distribution (2021),54.8.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",25 to 54 years,Women+,2021 Counts,54.8.3.1,6155,,5855,,235,,30,,25,,15,,85,,75,,70,
2021,"Val-d'Or (CA), Que.",25 to 54 years,Women+,% distribution (2021),54.8.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",25 to 34 years,Total - Gender,2021 Counts,54.9.1.1,4310,,4020,,145,,10,,15,,15,,50,,60,,150,
2021,"Val-d'Or (CA), Que.",25 to 34 years,Total - Gender,% distribution (2021),54.9.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",25 to 34 years,Men+,2021 Counts,54.9.2.1,2170,,2030,,45,,0,,0,,0,,20,,15,,100,
2021,"Val-d'Or (CA), Que.",25 to 34 years,Men+,% distribution (2021),54.9.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",25 to 34 years,Women+,2021 Counts,54.9.3.1,2140,,1985,,100,,10,,10,,10,,30,,45,,45,
2021,"Val-d'Or (CA), Que.",25 to 34 years,Women+,% distribution (2021),54.9.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",35 to 44 years,Total - Gender,2021 Counts,54.10.1.1,4225,,3945,,225,,0,,10,,35,,85,,90,,55,
2021,"Val-d'Or (CA), Que.",35 to 44 years,Total - Gender,% distribution (2021),54.10.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",35 to 44 years,Men+,2021 Counts,54.10.2.1,2220,,2040,,135,,0,,0,,30,,40,,55,,40,
2021,"Val-d'Or (CA), Que.",35 to 44 years,Men+,% distribution (2021),54.10.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",35 to 44 years,Women+,2021 Counts,54.10.3.1,2005,,1905,,90,,0,,10,,0,,45,,30,,15,
2021,"Val-d'Or (CA), Que.",35 to 44 years,Women+,% distribution (2021),54.10.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",45 to 54 years,Total - Gender,2021 Counts,54.11.1.1,3965,,3845,,100,,30,,25,,15,,30,,0,,25,
2021,"Val-d'Or (CA), Que.",45 to 54 years,Total - Gender,% distribution (2021),54.11.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",45 to 54 years,Men+,2021 Counts,54.11.2.1,1950,,1880,,50,,10,,10,,10,,20,,0,,20,
2021,"Val-d'Or (CA), Que.",45 to 54 years,Men+,% distribution (2021),54.11.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",45 to 54 years,Women+,2021 Counts,54.11.3.1,2015,,1965,,45,,25,,10,,0,,10,,0,,0,
2021,"Val-d'Or (CA), Que.",45 to 54 years,Women+,% distribution (2021),54.11.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",55 to 64 years,Total - Gender,2021 Counts,54.12.1.1,5320,,5280,,40,,30,,0,,0,,10,,0,,0,
2021,"Val-d'Or (CA), Que.",55 to 64 years,Total - Gender,% distribution (2021),54.12.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",55 to 64 years,Men+,2021 Counts,54.12.2.1,2745,,2720,,25,,25,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",55 to 64 years,Men+,% distribution (2021),54.12.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",55 to 64 years,Women+,2021 Counts,54.12.3.1,2575,,2560,,15,,10,,0,,0,,10,,0,,0,
2021,"Val-d'Or (CA), Que.",55 to 64 years,Women+,% distribution (2021),54.12.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",65 years and over,Total - Gender,2021 Counts,54.13.1.1,5985,,5895,,90,,70,,0,,0,,10,,0,,0,
2021,"Val-d'Or (CA), Que.",65 years and over,Total - Gender,% distribution (2021),54.13.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",65 years and over,Men+,2021 Counts,54.13.2.1,2955,,2905,,50,,35,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",65 years and over,Men+,% distribution (2021),54.13.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",65 years and over,Women+,2021 Counts,54.13.3.1,3035,,2990,,45,,30,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",65 years and over,Women+,% distribution (2021),54.13.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",65 to 74 years,Total - Gender,2021 Counts,54.14.1.1,3825,,3795,,35,,30,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",65 to 74 years,Total - Gender,% distribution (2021),54.14.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",65 to 74 years,Men+,2021 Counts,54.14.2.1,1900,,1875,,20,,15,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",65 to 74 years,Men+,% distribution (2021),54.14.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",65 to 74 years,Women+,2021 Counts,54.14.3.1,1930,,1915,,10,,10,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",65 to 74 years,Women+,% distribution (2021),54.14.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",75 years and over,Total - Gender,2021 Counts,54.15.1.1,2160,,2105,,55,,40,,0,,0,,10,,0,,0,
2021,"Val-d'Or (CA), Que.",75 years and over,Total - Gender,% distribution (2021),54.15.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",75 years and over,Men+,2021 Counts,54.15.2.1,1050,,1025,,25,,20,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",75 years and over,Men+,% distribution (2021),54.15.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",75 years and over,Women+,2021 Counts,54.15.3.1,1105,,1080,,30,,15,,0,,0,,0,,0,,0,
2021,"Val-d'Or (CA), Que.",75 years and over,Women+,% distribution (2021),54.15.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",Total - Age,Total - Gender,2021 Counts,55.1.1.1,50550,,48565,,1580,,465,,165,,315,,305,,335,,415,
2021,"Victoriaville (CA), Que.",Total - Age,Total - Gender,% distribution (2021),55.1.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",Total - Age,Men+,2021 Counts,55.1.2.1,24940,,23915,,765,,225,,80,,140,,130,,190,,260,
2021,"Victoriaville (CA), Que.",Total - Age,Men+,% distribution (2021),55.1.2.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",Total - Age,Women+,2021 Counts,55.1.3.1,25610,,24645,,820,,235,,85,,170,,175,,145,,155,
2021,"Victoriaville (CA), Que.",Total - Age,Women+,% distribution (2021),55.1.3.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",0 to 14 years,Total - Gender,2021 Counts,55.2.1.1,8440,,8185,,185,,0,,0,,15,,60,,110,,70,
2021,"Victoriaville (CA), Que.",0 to 14 years,Total - Gender,% distribution (2021),55.2.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",0 to 14 years,Men+,2021 Counts,55.2.2.1,4370,,4255,,90,,0,,0,,0,,15,,60,,30,
2021,"Victoriaville (CA), Que.",0 to 14 years,Men+,% distribution (2021),55.2.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",0 to 14 years,Women+,2021 Counts,55.2.3.1,4070,,3930,,95,,0,,0,,10,,40,,50,,40,
2021,"Victoriaville (CA), Que.",0 to 14 years,Women+,% distribution (2021),55.2.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",15 years and over,Total - Gender,2021 Counts,55.3.1.1,42115,,40375,,1390,,465,,165,,295,,240,,225,,340,
2021,"Victoriaville (CA), Que.",15 years and over,Total - Gender,% distribution (2021),55.3.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",15 years and over,Men+,2021 Counts,55.3.2.1,20570,,19665,,675,,225,,80,,135,,110,,125,,230,
2021,"Victoriaville (CA), Que.",15 years and over,Men+,% distribution (2021),55.3.2.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",15 years and over,Women+,2021 Counts,55.3.3.1,21540,,20715,,720,,235,,85,,160,,135,,100,,110,
2021,"Victoriaville (CA), Que.",15 years and over,Women+,% distribution (2021),55.3.3.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",15 to 24 years,Total - Gender,2021 Counts,55.4.1.1,5180,,4955,,165,,10,,35,,55,,35,,40,,55,
2021,"Victoriaville (CA), Que.",15 to 24 years,Total - Gender,% distribution (2021),55.4.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",15 to 24 years,Men+,2021 Counts,55.4.2.1,2625,,2515,,70,,0,,10,,25,,20,,15,,35,
2021,"Victoriaville (CA), Que.",15 to 24 years,Men+,% distribution (2021),55.4.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",15 to 24 years,Women+,2021 Counts,55.4.3.1,2555,,2435,,100,,10,,20,,30,,15,,25,,25,
2021,"Victoriaville (CA), Que.",15 to 24 years,Women+,% distribution (2021),55.4.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",15 to 19 years,Total - Gender,2021 Counts,55.5.1.1,2720,,2605,,100,,0,,20,,30,,20,,25,,10,
2021,"Victoriaville (CA), Que.",15 to 19 years,Total - Gender,% distribution (2021),55.5.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",15 to 19 years,Men+,2021 Counts,55.5.2.1,1365,,1320,,40,,0,,0,,15,,15,,10,,0,
2021,"Victoriaville (CA), Que.",15 to 19 years,Men+,% distribution (2021),55.5.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",15 to 19 years,Women+,2021 Counts,55.5.3.1,1355,,1280,,55,,0,,15,,15,,10,,15,,10,
2021,"Victoriaville (CA), Que.",15 to 19 years,Women+,% distribution (2021),55.5.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",20 to 24 years,Total - Gender,2021 Counts,55.6.1.1,2460,,2345,,70,,10,,10,,25,,15,,10,,45,
2021,"Victoriaville (CA), Que.",20 to 24 years,Total - Gender,% distribution (2021),55.6.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",20 to 24 years,Men+,2021 Counts,55.6.2.1,1260,,1195,,25,,0,,0,,10,,0,,0,,35,
2021,"Victoriaville (CA), Que.",20 to 24 years,Men+,% distribution (2021),55.6.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",20 to 24 years,Women+,2021 Counts,55.6.3.1,1205,,1150,,45,,10,,10,,15,,0,,10,,10,
2021,"Victoriaville (CA), Que.",20 to 24 years,Women+,% distribution (2021),55.6.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Victoriaville (CA), Que.",25 to 64 years,Total - Gender,2021 Counts,55.7.1.1,24965,,23725,,955,,260,,110,,205,,205,,170,,285,
